226	388	5.80339829116883	9.39726263263321	6.19660170883117	9.39726263263321
90	231	1.45379007641017	11.3158330976216	0.891850061328342	11.4033808859368
56	231	1.26315789473684	12	0.891850061328342	11.4033808859368
54	159	2.52631578947368	12	2.61108170320124	11.8744919415563
117	279	5.43555148567764	11.7475194879694	6.56444851432236	11.7475194879694
47	279	6.94736842105263	12	6.56444851432236	11.7475194879694
50	117	5.05263157894737	12	5.43555148567764	11.7475194879694
303	333	7.54933674316340	11.3915325896207	6.91206894882259	11.4607021732682
48	117	6.31578947368421	12	5.43555148567764	11.7475194879694
43	321	9.47368421052632	12	9.38891829679876	11.8744919415563
141	171	4.45066325683660	11.3915325896207	5.08793105117741	11.4607021732682
47	303	6.94736842105263	12	7.54933674316340	11.3915325896207
59	124	0	11.3684210526316	0.239350430621768	11.3830719347593
50	141	5.05263157894737	12	4.45066325683660	11.3915325896207
38	286	12	11.3684210526316	11.7606495693782	11.3830719347593
45	303	8.21052631578947	12	7.54933674316340	11.3915325896207
106	124	0.621324855597466	11.2005202513188	0.239350430621768	11.3830719347593
55	175	1.89473684210526	12	2.12793396232290	11.6306288085401
42	337	10.1052631578947	12	9.87206603767710	11.6306288085401
53	107	3.15789473684211	12	3.16420424033663	11.5701306031158
44	269	8.84210526315790	12	8.83579575966337	11.5701306031158
117	171	5.43555148567764	11.7475194879694	5.08793105117741	11.4607021732682
271	361	10.6152760868933	10.4720829927429	10.2197328023271	10.4053282205232
109	199	1.38472391310671	10.4720829927429	1.78026719767293	10.4053282205232
269	303	8.83579575966337	11.5701306031158	7.54933674316340	11.3915325896207
52	107	3.78947368421053	12	3.16420424033663	11.5701306031158
306	364	6.44048994360942	10.1253947123479	6.95062721726152	10.3698498237709
269	337	8.83579575966337	11.5701306031158	9.87206603767710	11.6306288085401
124	231	0.239350430621768	11.3830719347593	0.891850061328342	11.4033808859368
107	141	3.16420424033663	11.5701306031158	4.45066325683660	11.3915325896207
252	393	10.5462099235898	11.3158330976216	11.1081499386717	11.4033808859368
